0;Nome;0;Empresa;Departamento;0.00
78492;Sopoline V. Carlson;68;Borland;Research and Development;9156.00
78494;Uriah Y. Barker;29;Altavista;Tech Support;2304.00
78500;Keelie F. Parsons;45;Apple Systems;Media Relations;6463.00
78502;Aurora C. Todd;50;Cakewalk;Asset Management;7175.00
78506;Alfreda E. Salas;27;Chami;Research and Development;8575.00
78507;Delilah E. Silva;37;Lycos;Media Relations;6109.00
78511;Daphne U. Whitaker;63;Finale;Media Relations;7004.00
78518;Bertha O. Harris;30;Sibelius;Payroll;2318.00
78526;Kameko I. Shannon;70;Chami;Customer Relations;9359.00
78528;Gary H. Fisher;51;Microsoft;Human Resources;7039.00
78538;Althea D. Fleming;69;Finale;Customer Relations;4314.00
78553;April H. Harris;66;Apple Systems;Legal Department;7124.00
78558;Whoopi N. Glenn;52;Borland;Asset Management;6815.00
78565;Darryl Q. Glover;21;Yahoo;Advertising;2224.00
78568;Avram G. Myers;61;Apple Systems;Asset Management;8294.00
78571;Amela W. Russo;27;Lycos;Legal Department;5168.00
78572;Sheila Z. Banks;20;Yahoo;Tech Support;6522.00
78585;Ifeoma Z. Cline;35;Sibelius;Asset Management;2650.00
78593;Bevis Y. Foster;35;Finale;Advertising;9570.00
78596;Hayfa P. Huff;56;Lavasoft;Human Resources;8542.00
78612;Jeanette M. Wong;62;Apple Systems;Legal Department;7355.00
78621;Logan A. Sellers;19;Lycos;Legal Department;4711.00
78622;Galena Q. Rodgers;63;Altavista;Accounting;2072.00
78629;Maia K. Padilla;44;Sibelius;Asset Management;9159.00
78637;Vivien E. Duran;66;Apple Systems;Sales and Marketing;7604.00
78664;Lionel J. Leon;29;Adobe;Payroll;1999.00
78669;Wallace W. Thornton;20;Borland;Human Resources;2867.00
78671;Adam D. Rose;21;Macromedia;Finances;4094.00
78678;Jessica V. Decker;34;Apple Systems;Payroll;1080.00
78685;Patricia R. Woodward;69;Apple Systems;Sales and Marketing;5677.00
78694;Leigh F. Graham;70;Google;Sales and Marketing;7927.00
78695;Sonia R. Mccoy;42;Microsoft;Public Relations;9145.00
78698;Orla K. Shields;31;Microsoft;Accounting;9100.00
78703;Macy B. Mays;23;Sibelius;Research and Development;3766.00
78705;Danielle R. Welch;46;Finale;Customer Service;1049.00
78707;Kiayada R. Rush;34;Sibelius;Legal Department;5782.00
78722;Hayden X. Adams;49;Macromedia;Quality Assurance;7903.00
78734;Lacota X. Ratliff;52;Apple Systems;Media Relations;6349.00
78737;Robin H. Carney;42;Apple Systems;Public Relations;9406.00
78742;Castor F. Perkins;69;Finale;Tech Support;1253.00
78744;Denise G. Chang;59;Yahoo;Public Relations;4923.00
78746;Reed Z. Horne;24;Borland;Research and Development;7381.00
78756;Andrew S. Cooke;64;Adobe;Tech Support;9780.00
78757;Nola O. Lawrence;26;Yahoo;Human Resources;3157.00
78771;Amena F. Acosta;22;Macromedia;Asset Management;6050.00
78774;Callie J. Downs;22;Yahoo;Asset Management;6429.00
78780;Hall S. Rodriquez;21;Adobe;Sales and Marketing;9138.00
78785;Jermaine T. Caldwell;39;Macromedia;Sales and Marketing;4208.00
78786;Adrian D. Booth;55;Altavista;Payroll;2808.00
78796;Kasper B. Henson;45;Cakewalk;Quality Assurance;2857.00
78797;Jena L. White;27;Macromedia;Sales and Marketing;4901.00
78807;Katell R. Conner;34;Altavista;Customer Service;7549.00
78811;Lacy F. Mcpherson;52;Microsoft;Media Relations;6360.00
78834;Winter T. Strong;52;Borland;Legal Department;5662.00
78851;Debra U. Mckay;53;Yahoo;Media Relations;9259.00
78852;Sandra R. Lyons;68;Apple Systems;Media Relations;3033.00
78854;Tad S. Hopper;55;Cakewalk;Payroll;1011.00
78860;John M. Blackburn;41;Microsoft;Asset Management;8042.00
78868;Quinn N. Velazquez;53;Sibelius;Asset Management;4631.00
78870;Lucian E. Alston;24;Yahoo;Payroll;4798.00
78871;Pamela O. Kent;20;Apple Systems;Accounting;3009.00
78886;Keely Y. Gonzalez;69;Borland;Advertising;7296.00
78890;Noble K. Hodge;18;Borland;Quality Assurance;5232.00
78891;Adena G. Bates;36;Lycos;Customer Service;9574.00
78896;Wynne Z. Buckner;30;Altavista;Advertising;6721.00
78908;Tarik A. Wall;38;Altavista;Finances;3590.00
78914;Macey R. Schneider;47;Borland;Asset Management;2084.00
78916;Rebecca L. Horton;35;Lavasoft;Media Relations;6571.00
78919;Macey X. Kirby;30;Lycos;Payroll;9447.00
78924;Yardley X. Whitehead;31;Macromedia;Legal Department;8540.00
78932;Dai Y. Sykes;33;Chami;Advertising;8417.00
78933;Fritz A. Todd;29;Chami;Research and Development;8185.00
78945;Tashya A. Vinson;18;Sibelius;Sales and Marketing;3587.00
78946;Quintessa P. Ramirez;39;Borland;Public Relations;8146.00
78958;Erasmus W. Barber;50;Apple Systems;Quality Assurance;1296.00
78963;Kylynn C. Howell;70;Lavasoft;Payroll;3405.00
78964;Illiana O. Lowe;19;Macromedia;Legal Department;4509.00
78972;Graiden Z. Cherry;23;Google;Advertising;7308.00
78976;Thane H. Key;23;Adobe;Payroll;1851.00
78983;Fiona N. Booth;31;Borland;Legal Department;1388.00
78985;Gary S. Kemp;49;Chami;Accounting;7434.00
79008;Hedwig N. Zimmerman;63;Apple Systems;Finances;1163.00
79011;Sonia A. Holder;42;Lavasoft;Payroll;8699.00
79012;Wayne U. Bradley;39;Finale;Payroll;6624.00
79018;Chanda V. Wheeler;42;Cakewalk;Public Relations;9357.00
79021;Guy E. Burton;41;Lycos;Human Resources;9905.00
79049;Plato C. Cameron;20;Google;Customer Service;4234.00
79053;Salvador J. Quinn;35;Chami;Public Relations;4190.00
79066;Aladdin T. Le;40;Lavasoft;Tech Support;1429.00
79069;Wing I. Levine;25;Yahoo;Finances;9915.00
79072;Camilla U. Maxwell;68;Lavasoft;Customer Relations;3728.00
79073;Perry C. Rocha;28;Google;Advertising;5371.00
79091;Cara K. Hinton;66;Borland;Research and Development;3306.00
79096;Eve S. Oconnor;31;Cakewalk;Media Relations;9843.00
79101;Aretha F. Copeland;25;Google;Public Relations;9454.00
79113;Ann A. Brock;20;Adobe;Media Relations;3428.00
79119;Nigel F. Fletcher;29;Apple Systems;Accounting;1335.00
79124;Heather C. Raymond;24;Sibelius;Advertising;6504.00
79135;Duncan D. Nieves;38;Adobe;Asset Management;2439.00
79143;Diana A. Kelly;48;Borland;Finances;2760.00
79155;Arthur T. Lamb;46;Yahoo;Accounting;3589.00
79160;Alec V. Chen;67;Finale;Public Relations;1846.00
79163;Dexter S. Avila;68;Apple Systems;Sales and Marketing;8565.00
79178;Alexandra X. Larson;60;Borland;Sales and Marketing;9187.00
79179;Harding U. Frederick;57;Sibelius;Public Relations;1148.00
79185;Edward M. House;58;Chami;Legal Department;4729.00
79206;Geraldine W. Hardin;70;Lavasoft;Media Relations;3420.00
79209;Stacey S. Stephenson;32;Lavasoft;Research and Development;4667.00
79225;Edan F. Walter;59;Microsoft;Advertising;2923.00
79230;Mercedes C. Carr;66;Altavista;Advertising;7304.00
79241;Doris S. Bishop;42;Finale;Public Relations;6222.00
79258;Grace N. Pena;34;Apple Systems;Quality Assurance;5906.00
79263;Illiana Q. Bruce;45;Finale;Payroll;9394.00
79266;Dahlia O. Montgomery;21;Lavasoft;Research and Development;7933.00
79271;Thaddeus U. Vinson;31;Cakewalk;Accounting;4402.00
79279;Macy Y. Fowler;21;Apple Systems;Sales and Marketing;4086.00
79306;Tanisha M. Blanchard;35;Macromedia;Advertising;7930.00
79313;Daniel Q. Bradley;68;Yahoo;Customer Relations;5811.00
79319;Alana V. Reid;49;Yahoo;Finances;8442.00
79327;Marah K. Love;47;Altavista;Advertising;5430.00
79329;Desirae R. Hooper;33;Yahoo;Finances;1320.00
79330;Bryar S. Gonzales;20;Apple Systems;Legal Department;5461.00
79340;Ashely H. Harris;32;Finale;Advertising;2885.00
79346;Randall L. Hicks;50;Adobe;Customer Service;8407.00
79350;Rana B. Hopkins;47;Cakewalk;Research and Development;1545.00
79351;Barry L. Gillespie;27;Chami;Accounting;7986.00
79356;Dustin R. Blackwell;61;Lycos;Legal Department;9148.00
79357;Alexis Q. Hanson;37;Chami;Quality Assurance;9875.00
79367;Signe P. Chambers;38;Apple Systems;Human Resources;9197.00
79389;Vladimir P. Madden;21;Cakewalk;Media Relations;1868.00
79397;Nero N. Acevedo;43;Lavasoft;Advertising;7318.00
79400;Jin N. Stephenson;36;Chami;Advertising;4569.00
79413;Reed B. Castaneda;46;Google;Finances;5985.00
79415;Hilary H. Bauer;63;Cakewalk;Customer Relations;8872.00
79438;Lee P. Shields;42;Google;Accounting;9287.00
79448;Dante L. Clemons;39;Chami;Public Relations;4998.00
79458;Noah K. Pratt;58;Sibelius;Quality Assurance;8658.00
79475;India J. Stevens;30;Cakewalk;Finances;2265.00
79476;Oren Y. Forbes;49;Microsoft;Media Relations;9872.00
79481;Connor W. Duncan;55;Lavasoft;Media Relations;5892.00
79485;Axel U. Perkins;43;Borland;Public Relations;3082.00
79486;Aurora L. Vargas;59;Yahoo;Public Relations;1065.00
79489;Ora Q. Hammond;46;Sibelius;Media Relations;8336.00
79495;Beatrice O. Cherry;67;Cakewalk;Advertising;1724.00
79502;Vincent U. Cortez;64;Borland;Asset Management;2662.00
79517;Wesley L. Hanson;55;Macromedia;Research and Development;8580.00
79518;Perry I. Washington;20;Borland;Asset Management;1707.00
79521;Norman Q. Levy;28;Microsoft;Payroll;3514.00
79529;Claire P. Larson;33;Lycos;Finances;9615.00
79530;Shelly T. Clarke;23;Cakewalk;Customer Service;7114.00
79531;Troy Z. Garcia;58;Cakewalk;Payroll;3835.00
79538;Colton J. Joyner;53;Apple Systems;Sales and Marketing;4979.00
79551;Levi B. Carrillo;65;Google;Asset Management;6777.00
79552;Elvis E. Jones;59;Lavasoft;Public Relations;5028.00
79555;Josiah Q. Dodson;56;Altavista;Research and Development;5905.00
79566;Mason C. Hensley;33;Chami;Customer Relations;8641.00
79571;Uma I. Savage;25;Lycos;Customer Service;3638.00
79579;Armand K. Prince;67;Chami;Legal Department;4706.00
79583;Carla M. Holden;29;Finale;Legal Department;3339.00
79591;Plato F. Webb;24;Cakewalk;Human Resources;8701.00
79594;Calista O. Webster;19;Finale;Legal Department;9483.00
79595;Yen O. Wilcox;41;Adobe;Tech Support;2609.00
79604;Damian F. Norman;32;Lavasoft;Sales and Marketing;5262.00
79611;Kane Z. Mcpherson;67;Microsoft;Media Relations;3231.00
79615;Lars P. Allison;30;Microsoft;Payroll;3884.00
79619;Nell P. Cunningham;54;Apple Systems;Customer Relations;3944.00
79625;Mufutau G. Shannon;52;Apple Systems;Research and Development;4322.00
79626;Virginia L. Lynn;45;Borland;Payroll;8144.00
79632;Gretchen S. Higgins;46;Altavista;Legal Department;3464.00
79636;Ursula Y. Ayala;52;Microsoft;Customer Service;2414.00
79637;MacKensie Z. Cantrell;59;Borland;Asset Management;3459.00
79646;Aquila G. Atkinson;36;Finale;Customer Service;6976.00
79648;Dieter U. Richards;61;Adobe;Quality Assurance;6356.00
79650;Skyler B. Willis;19;Apple Systems;Payroll;5505.00
79661;Lavinia S. Joseph;63;Yahoo;Legal Department;6933.00
79662;Len P. Dillon;36;Google;Accounting;5954.00
79673;Wing B. Hinton;45;Altavista;Accounting;9088.00
79674;Cameran Z. Bryan;65;Chami;Tech Support;7796.00
79677;Kenneth H. Lamb;67;Google;Media Relations;7012.00
79692;Quinlan O. Buchanan;27;Google;Finances;6094.00
79701;Lana G. Russell;70;Lycos;Advertising;3841.00
79702;Eagan Q. Sparks;38;Apple Systems;Customer Relations;1723.00
79711;Roary V. Trevino;26;Yahoo;Sales and Marketing;8154.00
79718;Cruz U. Luna;53;Finale;Payroll;6912.00
79727;Yolanda W. Solis;19;Finale;Accounting;2850.00
79756;Deborah E. Stone;47;Borland;Customer Relations;3611.00
79758;Jasmine T. Alford;52;Apple Systems;Tech Support;7106.00
79767;Callum O. Levy;55;Sibelius;Quality Assurance;9919.00
79785;Devin U. Ramsey;37;Google;Sales and Marketing;7235.00
79789;Nita Q. Potter;44;Sibelius;Sales and Marketing;7995.00
79790;Ciara L. Puckett;41;Lavasoft;Asset Management;5895.00
79793;Zeph F. Blankenship;67;Macromedia;Advertising;1624.00
79794;Athena Z. Calderon;45;Sibelius;Legal Department;4944.00
79798;Iola F. Allen;54;Sibelius;Finances;7428.00
79815;Lunea W. Stout;56;Apple Systems;Asset Management;3732.00
79818;Lilah N. Dawson;26;Borland;Customer Service;9182.00
79819;Rhona L. Vargas;42;Yahoo;Finances;9642.00
79825;Lysandra R. Moss;69;Altavista;Public Relations;9785.00
79827;Quon U. Charles;52;Chami;Quality Assurance;8798.00
79831;Debra O. Carroll;66;Lycos;Customer Service;1227.00
79838;Margaret M. Lindsay;21;Sibelius;Customer Service;3306.00
79859;Nolan C. Cohen;48;Cakewalk;Accounting;8978.00
79869;Kelsey C. Navarro;47;Lavasoft;Advertising;7694.00
79872;Cleo V. Mccormick;26;Altavista;Customer Service;1420.00
79883;Tanya C. Morales;28;Altavista;Customer Relations;5460.00
79891;Demetria V. Ball;41;Yahoo;Human Resources;5429.00
79895;Shannon R. Tyson;49;Google;Payroll;9523.00
79911;Hayes Z. Garrett;44;Sibelius;Research and Development;9906.00
79914;Francesca V. Terry;30;Finale;Human Resources;8526.00
79925;Hannah T. Mejia;43;Microsoft;Public Relations;4640.00
79928;Maia K. Mayer;61;Cakewalk;Public Relations;6981.00
79929;Shafira F. Bowen;63;Lycos;Tech Support;8764.00
79942;Echo V. Benton;60;Yahoo;Customer Relations;6560.00
79959;Emily F. Austin;34;Finale;Tech Support;5544.00
79960;Hunter R. Mejia;68;Cakewalk;Customer Relations;4191.00
79964;Kevin I. Patton;59;Macromedia;Asset Management;6389.00
79967;Brenna A. Mosley;62;Cakewalk;Payroll;3960.00
79968;Hamish X. Bailey;62;Apple Systems;Finances;9332.00
79973;Xavier Z. Riggs;61;Altavista;Sales and Marketing;2573.00
79983;Anne E. Harvey;64;Yahoo;Advertising;3300.00
79988;Charissa Z. Mckinney;40;Microsoft;Payroll;1177.00
79991;Chanda H. Clements;40;Cakewalk;Payroll;3134.00
79992;Honorato T. Hubbard;68;Cakewalk;Accounting;8234.00
79994;Stephanie P. Harvey;45;Borland;Research and Development;8383.00
80003;Lane W. Miranda;33;Yahoo;Accounting;1822.00
80004;Keith I. Small;29;Lavasoft;Sales and Marketing;6190.00
80012;Gail S. Hardin;26;Finale;Finances;7629.00
80019;Cameron G. Downs;31;Yahoo;Asset Management;8570.00
80051;Alfonso O. Crawford;22;Lycos;Research and Development;9006.00
80052;Uriel P. Baird;48;Macromedia;Research and Development;4674.00
80056;Selma O. Mcgee;60;Yahoo;Payroll;5128.00
80064;Solomon H. Maldonado;50;Lycos;Research and Development;1487.00
80068;Shad Y. Sloan;59;Adobe;Human Resources;5717.00
80073;Darryl L. Morse;59;Microsoft;Accounting;1187.00
80074;Daniel L. Quinn;68;Lavasoft;Legal Department;9175.00
80078;Elton F. Navarro;58;Google;Legal Department;1044.00
80079;Vance W. Berg;31;Yahoo;Research and Development;6430.00
80080;Carla A. Cardenas;63;Sibelius;Finances;5309.00
80094;Zena R. Carrillo;25;Chami;Human Resources;6181.00
80096;Maxine H. James;63;Macromedia;Asset Management;9370.00
80098;Callum V. Rivers;49;Cakewalk;Sales and Marketing;9472.00
80100;Keegan D. Franks;68;Cakewalk;Accounting;6758.00
80124;Wade D. Hays;57;Chami;Customer Relations;8972.00
80126;Hyatt C. Rose;69;Borland;Sales and Marketing;1791.00
80131;Sylvester Z. Farrell;60;Adobe;Customer Service;5442.00
80140;Rafael R. Mayo;31;Lavasoft;Payroll;3195.00
80141;Brenden A. Bishop;19;Microsoft;Research and Development;7394.00
80143;Laurel E. Merrill;27;Google;Advertising;3464.00
80145;Wanda O. Vaughan;67;Cakewalk;Finances;9586.00
80149;Hector R. Wilkinson;31;Yahoo;Advertising;5292.00
80171;Rana C. Mathis;36;Macromedia;Legal Department;9729.00
80172;Omar Z. Church;36;Finale;Quality Assurance;2327.00
80185;Chava C. Rasmussen;70;Chami;Human Resources;2820.00
80192;Dorian M. Jacobs;60;Google;Advertising;7212.00
80194;Martena U. Chang;35;Apple Systems;Quality Assurance;8463.00
80204;Fletcher C. Oneill;58;Lycos;Tech Support;5135.00
80221;Grace S. Higgins;55;Adobe;Tech Support;8909.00
80238;Odysseus P. Wade;50;Lavasoft;Media Relations;2562.00
80239;Axel U. Woods;29;Macromedia;Tech Support;6488.00
80241;Courtney B. Cardenas;51;Macromedia;Asset Management;5408.00
80242;Wylie B. Faulkner;69;Altavista;Human Resources;2603.00
80243;Sandra A. Harrington;64;Cakewalk;Sales and Marketing;3661.00
80247;Quincy X. Smith;42;Microsoft;Research and Development;4333.00
80268;Yen V. Sutton;51;Altavista;Customer Service;6940.00
80269;Talon V. Howe;61;Apple Systems;Research and Development;1145.00
80273;Lacota Q. Rodriquez;36;Google;Payroll;1765.00
80274;Otto S. Stevens;55;Adobe;Public Relations;4070.00
80287;Victoria Z. Joseph;34;Lavasoft;Sales and Marketing;7018.00
80294;Dacey G. Gordon;20;Finale;Public Relations;9462.00
80303;Damian R. Sheppard;44;Borland;Payroll;9226.00
80308;Ruth N. Sutton;59;Apple Systems;Customer Relations;6292.00
80319;Cathleen P. Singleton;67;Microsoft;Asset Management;2430.00
80320;Rhiannon G. Whitehead;59;Lycos;Sales and Marketing;8980.00
80346;Conan Z. Guerra;19;Google;Quality Assurance;7711.00
80359;Vaughan O. Chambers;28;Altavista;Finances;8879.00
80363;Gray Z. Blake;18;Borland;Media Relations;8396.00
80367;Perry B. Mcguire;27;Finale;Accounting;3645.00
80368;Cara T. Williamson;24;Yahoo;Payroll;9343.00
80370;Keiko G. Giles;27;Apple Systems;Quality Assurance;9982.00
80377;Keaton B. Vance;60;Google;Human Resources;9494.00
80381;Faith D. Alvarado;37;Cakewalk;Media Relations;5826.00
80384;Rigel O. Savage;27;Microsoft;Legal Department;3194.00
80395;Brent U. Henson;64;Sibelius;Public Relations;2267.00
80397;Odette B. Valenzuela;53;Finale;Customer Relations;9502.00
80399;Ruth G. Blanchard;46;Finale;Payroll;9341.00
80421;Flavia Z. Jarvis;18;Altavista;Legal Department;1498.00
80426;Grady Y. Rowe;52;Lavasoft;Finances;9406.00
80427;Yardley R. Pacheco;46;Borland;Legal Department;2782.00
80428;Emmanuel E. Santana;24;Finale;Advertising;6417.00
80438;Renee Y. Green;48;Finale;Tech Support;4853.00
80443;Claudia N. Hurst;23;Yahoo;Customer Service;5091.00
80444;Asher X. Watkins;58;Yahoo;Finances;8655.00
80445;Lisandra O. James;57;Finale;Accounting;2291.00
80451;Gemma K. Christian;54;Yahoo;Customer Service;9849.00
80455;Wesley G. Mercer;23;Lycos;Payroll;8349.00
80457;Rahim Y. Duncan;46;Macromedia;Tech Support;9726.00
80474;Kameko J. William;24;Sibelius;Customer Service;5563.00
80475;Maite Z. Macdonald;18;Cakewalk;Public Relations;3898.00
80482;Shay C. Melendez;49;Sibelius;Quality Assurance;6422.00
80489;Liberty R. Clements;62;Apple Systems;Human Resources;7267.00
80495;Carolyn R. Bradshaw;47;Lycos;Tech Support;4948.00
80510;Kennedy Y. Finley;32;Adobe;Legal Department;8716.00
80511;Mohammad R. Hendricks;67;Lycos;Customer Relations;1639.00
80513;Chloe U. Lloyd;60;Sibelius;Research and Development;6937.00
80517;Prescott N. Galloway;62;Lavasoft;Media Relations;4834.00
80526;Jane Y. Pacheco;59;Lycos;Accounting;3102.00
80527;Barbara T. Bowen;70;Lavasoft;Customer Service;4334.00
80536;Zeph P. Craig;56;Lycos;Advertising;7324.00
80539;Blythe A. Estrada;66;Borland;Finances;7805.00
80543;Lillith G. Bean;66;Adobe;Public Relations;9107.00
80557;Caryn I. Watson;37;Adobe;Human Resources;4114.00
80583;Shad B. Davidson;25;Apple Systems;Customer Service;6915.00
80595;Cailin A. Small;64;Borland;Payroll;3073.00
80615;Claudia X. Ray;35;Adobe;Asset Management;8325.00
80624;Alvin A. Garrison;19;Microsoft;Research and Development;2710.00
80627;Darius T. Compton;22;Apple Systems;Customer Relations;6277.00
80629;Francesca O. Cotton;21;Yahoo;Media Relations;3214.00
80639;Cheryl E. Romero;41;Lycos;Customer Relations;8024.00
80643;Hamilton M. Clark;18;Lavasoft;Customer Relations;9868.00
80653;Jada V. Rodriguez;44;Cakewalk;Payroll;6002.00
80656;Ashely T. Lopez;54;Chami;Asset Management;2302.00
80657;Theodore E. Mcmillan;46;Lycos;Human Resources;7342.00
80667;Anika D. Mayo;27;Lycos;Accounting;9941.00
80671;Colette V. Mcdonald;68;Altavista;Media Relations;4443.00
80695;Randall Z. Gray;46;Sibelius;Accounting;7540.00
80696;James Y. Stokes;53;Adobe;Customer Relations;1081.00
80698;John C. Henderson;40;Chami;Quality Assurance;5268.00
80724;Clayton D. Walters;47;Borland;Public Relations;5831.00
80726;Serena O. Coffey;62;Yahoo;Quality Assurance;7918.00
80734;Orli T. Klein;63;Google;Customer Service;2141.00
80744;Quynn X. Ball;42;Macromedia;Tech Support;2298.00
80747;Barry Q. Daugherty;35;Lycos;Advertising;9628.00
80748;Teegan L. Clements;64;Google;Research and Development;3886.00
80749;Sarah O. Murphy;29;Borland;Tech Support;6454.00
80758;Lucian D. Wilkerson;51;Borland;Customer Relations;5419.00
80759;Carson Q. Bonner;46;Sibelius;Customer Relations;3742.00
80760;Zephr D. Russo;59;Adobe;Advertising;3517.00
80767;Rana B. Jenkins;46;Cakewalk;Payroll;1966.00
80768;Quinn Y. Hamilton;44;Macromedia;Customer Service;3148.00
80770;Sylvia J. Wagner;18;Google;Advertising;1383.00
80778;Demetria M. Strong;47;Google;Human Resources;4493.00
80788;Mikayla Q. Ferrell;32;Adobe;Customer Relations;6575.00
80803;Kimberly B. Haynes;53;Microsoft;Tech Support;1021.00
80806;Jamal U. England;64;Sibelius;Quality Assurance;7830.00
80807;Jayme I. Harmon;57;Adobe;Tech Support;8401.00
80808;Kevyn J. Schroeder;50;Lavasoft;Tech Support;4621.00
80817;Dennis K. Good;41;Borland;Quality Assurance;1639.00
80828;Driscoll W. Rocha;54;Lycos;Advertising;7910.00
80830;Sylvia I. Compton;36;Macromedia;Human Resources;5162.00
80831;Yuli N. Perry;23;Lavasoft;Research and Development;1185.00
80837;Hilel P. Ashley;68;Yahoo;Sales and Marketing;9145.00
80838;Quyn H. Hickman;54;Finale;Sales and Marketing;4772.00
80850;Hadassah L. Hebert;41;Adobe;Research and Development;4105.00
80858;Edward U. Page;64;Macromedia;Advertising;3365.00
80860;Kessie L. Bauer;55;Yahoo;Media Relations;2687.00
80863;Austin C. Ryan;42;Yahoo;Accounting;8634.00
80865;Sade R. Roman;39;Lycos;Media Relations;4791.00
80884;Veronica H. Macdonald;44;Macromedia;Accounting;7186.00
80886;Caryn W. Bailey;57;Sibelius;Research and Development;1278.00
80891;Rana J. Norman;44;Adobe;Asset Management;9652.00
80892;Charde B. Justice;36;Google;Public Relations;7556.00
80896;Xerxes R. Raymond;35;Yahoo;Finances;5217.00
80897;Judith X. Velazquez;36;Lavasoft;Human Resources;8290.00
80905;Garth P. Maldonado;53;Chami;Advertising;8907.00
80907;Lillian B. Sanchez;18;Lycos;Research and Development;3817.00
80908;Yen N. Norton;20;Microsoft;Asset Management;9990.00
80913;Armand Y. Ross;65;Cakewalk;Tech Support;7207.00
80925;Kieran P. Blair;70;Adobe;Quality Assurance;2386.00
80934;Leonard J. Morris;21;Sibelius;Customer Relations;6470.00
80947;Kessie H. Dawson;34;Adobe;Public Relations;8934.00
80949;Branden Z. Olsen;44;Chami;Accounting;1421.00
80951;Rajah Y. Waters;39;Lavasoft;Research and Development;1572.00
80955;Sonya W. Hendricks;55;Microsoft;Payroll;3632.00
80958;Magee S. Hutchinson;61;Microsoft;Public Relations;2281.00
80959;Paula X. Porter;48;Lavasoft;Customer Relations;2619.00
80960;Ariel F. Rogers;30;Yahoo;Research and Development;1544.00
80975;Halla C. Whitehead;54;Google;Public Relations;1714.00
80984;Kyle C. Richmond;68;Apple Systems;Customer Service;9286.00
80987;Willow N. Kramer;18;Adobe;Public Relations;6267.00
80993;Porter S. Wheeler;36;Finale;Asset Management;6227.00
80999;Claire Q. Ortiz;65;Google;Research and Development;6172.00
81001;Winifred B. Singleton;62;Apple Systems;Tech Support;7492.00
81002;Caldwell Q. Calhoun;25;Lavasoft;Legal Department;9908.00
81016;Sebastian A. Andrews;31;Sibelius;Finances;4157.00
81029;Zahir V. Adkins;50;Yahoo;Payroll;8194.00
81033;Medge B. Frazier;67;Finale;Tech Support;7188.00
81036;Jana O. Nielsen;61;Chami;Research and Development;4139.00
81043;Simon Z. Lucas;41;Adobe;Advertising;3211.00
81046;Miriam K. Maddox;54;Yahoo;Customer Service;4329.00
81056;Lee N. Sharpe;56;Yahoo;Accounting;8417.00
81058;Alfreda A. Walters;54;Yahoo;Asset Management;9860.00
81065;Lyle V. Brown;63;Lycos;Advertising;7952.00
81069;Melvin V. Obrien;54;Google;Legal Department;9450.00
81073;Kasimir A. Malone;67;Altavista;Media Relations;2526.00
81079;Leonard M. Rodriguez;40;Chami;Tech Support;2579.00
81081;Veda F. Rivas;54;Microsoft;Human Resources;6310.00
81085;Priscilla B. Holcomb;61;Altavista;Finances;8084.00
81097;Leo O. Bauer;30;Adobe;Accounting;4920.00
81100;Cain X. Ruiz;61;Adobe;Media Relations;3565.00
81101;Ora L. Castaneda;22;Borland;Legal Department;4968.00
81114;Signe O. Rosario;41;Lavasoft;Tech Support;9428.00
81115;Brendan B. Jones;61;Yahoo;Advertising;6630.00
81120;Thomas I. Black;28;Borland;Human Resources;8053.00
81124;Blythe N. Curtis;34;Microsoft;Human Resources;9108.00
81125;Ori A. Callahan;57;Lavasoft;Public Relations;3835.00
81126;Latifah Z. Brown;64;Adobe;Media Relations;4987.00
81132;MacKensie T. Reed;32;Altavista;Research and Development;2141.00
81139;Jamal P. Sanders;47;Adobe;Tech Support;7358.00
81142;Noelani T. Reid;69;Chami;Customer Service;8297.00
81152;Hasad J. Crane;32;Apple Systems;Public Relations;6328.00
81155;Jerome P. Madden;38;Adobe;Advertising;7363.00
81160;Alika G. Eaton;35;Lavasoft;Public Relations;3594.00
81169;Chastity D. Mcfarland;33;Macromedia;Legal Department;9320.00
81172;Hope C. Vinson;40;Macromedia;Sales and Marketing;4302.00
81175;Arsenio U. Walton;22;Microsoft;Payroll;8723.00
81177;Maite H. Acevedo;25;Adobe;Finances;4175.00
81180;Rae N. Bennett;46;Sibelius;Asset Management;1557.00
81190;Aaron J. Barnes;40;Cakewalk;Quality Assurance;4827.00
81191;Taylor T. Gibbs;34;Lycos;Customer Service;8388.00
81192;Joel C. Pacheco;53;Lycos;Legal Department;1579.00
81195;Brock D. Roman;22;Lavasoft;Research and Development;6767.00
81197;Candice C. Schmidt;42;Cakewalk;Research and Development;2969.00
81202;Cameron C. Velasquez;31;Macromedia;Payroll;8328.00
81203;Regan V. Sandoval;65;Microsoft;Asset Management;1674.00
81217;Gisela X. Burch;25;Yahoo;Customer Service;6367.00
81221;Leroy U. Knox;56;Borland;Sales and Marketing;5241.00
81222;Brock X. Lewis;30;Chami;Quality Assurance;7605.00
81224;Judith H. Hayes;69;Yahoo;Legal Department;2225.00
81235;Brenden F. Patel;37;Finale;Quality Assurance;4578.00
81241;Dean M. Gould;35;Yahoo;Payroll;3221.00
81247;Rigel A. Mueller;52;Adobe;Finances;4306.00
81248;Beck G. Hernandez;66;Apple Systems;Public Relations;6556.00
81251;Mariko W. Beasley;51;Microsoft;Quality Assurance;3152.00
81261;Hall D. Weiss;33;Lycos;Tech Support;1189.00
81280;Kylie W. Beasley;31;Google;Human Resources;7868.00
